pdf_file,pdf_path,text_file,text_path,pages,characters,words,extraction_status,extraction_error
2024_11_1013_1041_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1013_1041_EN.pdf,2024_11_1013_1041.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1013_1041.txt,,,,Already Exists,
2024_11_1042_1063_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1042_1063_EN.pdf,2024_11_1042_1063.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1042_1063.txt,,,,Already Exists,
2024_11_1064_1098_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1064_1098_EN.pdf,2024_11_1064_1098.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1064_1098.txt,,,,Already Exists,
2024_11_1099_1129_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1099_1129_EN.pdf,2024_11_1099_1129.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1099_1129.txt,,,,Already Exists,
2024_11_1130_1141_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1130_1141_EN.pdf,2024_11_1130_1141.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1130_1141.txt,,,,Already Exists,
2024_11_1142_1232_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1142_1232_EN.pdf,2024_11_1142_1232.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1142_1232.txt,,,,Already Exists,
2024_11_1233_1256_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1233_1256_EN.pdf,2024_11_1233_1256.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1233_1256.txt,,,,Already Exists,
2024_11_1257_1268_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1257_1268_EN.pdf,2024_11_1257_1268.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1257_1268.txt,,,,Already Exists,
2024_11_1269_1279_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1269_1279_EN.pdf,2024_11_1269_1279.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1269_1279.txt,,,,Already Exists,
2024_11_1280_1288_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1280_1288_EN.pdf,2024_11_1280_1288.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1280_1288.txt,,,,Already Exists,
2024_11_1289_1311_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1289_1311_EN.pdf,2024_11_1289_1311.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1289_1311.txt,,,,Already Exists,
2024_11_1312_1317_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1312_1317_EN.pdf,2024_11_1312_1317.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1312_1317.txt,,,,Already Exists,
2024_11_1318_1320_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1318_1320_EN.pdf,2024_11_1318_1320.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1318_1320.txt,,,,Already Exists,
2024_11_1321_1324_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1321_1324_EN.pdf,2024_11_1321_1324.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1321_1324.txt,,,,Already Exists,
2024_11_1325_1328_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1325_1328_EN.pdf,2024_11_1325_1328.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1325_1328.txt,,,,Already Exists,
2024_11_1329_1334_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1329_1334_EN.pdf,2024_11_1329_1334.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1329_1334.txt,,,,Already Exists,
2024_11_1335_1342_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1335_1342_EN.pdf,2024_11_1335_1342.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1335_1342.txt,,,,Already Exists,
2024_11_1343_1365_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1343_1365_EN.pdf,2024_11_1343_1365.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1343_1365.txt,,,,Already Exists,
2024_11_1366_1424_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1366_1424_EN.pdf,2024_11_1366_1424.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1366_1424.txt,,,,Already Exists,
2024_11_1425_1439_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1425_1439_EN.pdf,2024_11_1425_1439.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1425_1439.txt,,,,Already Exists,
2024_11_1440_1447_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1440_1447_EN.pdf,2024_11_1440_1447.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1440_1447.txt,,,,Already Exists,
2024_11_1448_1465_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1448_1465_EN.pdf,2024_11_1448_1465.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1448_1465.txt,,,,Already Exists,
2024_11_1466_1471_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1466_1471_EN.pdf,2024_11_1466_1471.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1466_1471.txt,,,,Already Exists,
2024_11_1472_1491_EN.pdf,/content/drive/MyDrive/NyayaRAG/data/raw/pdf/year=2024/english/2024_11_1472_1491_EN.pdf,2024_11_1472_1491.txt,/content/drive/MyDrive/NyayaRAG/data/processed/text/year=2024/english/2024_11_1472_1491.txt,,,,Already Exists,
